session,run_used,frame,region_id,area_px,ade,status,ground_truth,labels_md5,annotated_utc
20260730_161223,material_map_m2f,20250906_233204_R,0,125585,wall,labeled,paint,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:30Z
20260730_161223,material_map_m2f,20250906_233204_R,1,68895,wall,labeled,paint,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:31Z
20260730_161223,material_map_m2f,20250906_233204_R,2,432309,floor,labeled,rubber,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:33Z
20260730_161223,material_map_m2f,20250906_233204_R,3,109911,ceiling,labeled,paint,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:34Z
20260730_161223,material_map_m2f,20250906_233204_R,4,56983,windowpane,labeled,glass,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:38Z
20260730_161223,material_map_m2f,20250906_233204_R,5,7628,windowpane,labeled,glass,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:39Z
20260730_161223,material_map_m2f,20250906_233204_R,6,6938,door,labeled,painted_metal,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:42Z
20260730_161223,material_map_m2f,20250906_233204_R,7,25228,painting,labeled,glass,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:49Z
20260730_161223,material_map_m2f,20250906_233204_R,8,71643,column,labeled,paint,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:52Z
20260730_161223,material_map_m2f,20250906_233204_R,9,1533,light,labeled,paint,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:53Z
20260730_161223,material_map_m2f,20250906_233204_R,10,15701,radiator,labeled,painted_metal,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:56Z
20260730_161223,material_map_m2f,20250906_233204_R,11,8137,radiator,labeled,painted_metal,9f6fc18852d6d8d32b28f55f2d490b82,2026-08-28T14:53:57Z
20260730_161223,material_map_m2f,20250906_233209_R,0,159549,wall,labeled,paint,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:02Z
20260730_161223,material_map_m2f,20250906_233209_R,1,40436,wall,labeled,paint,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:03Z
20260730_161223,material_map_m2f,20250906_233209_R,2,85973,wall,labeled,paint,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:05Z
20260730_161223,material_map_m2f,20250906_233209_R,3,425406,floor,labeled,rubber,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:10Z
20260730_161223,material_map_m2f,20250906_233209_R,4,118100,ceiling,labeled,paint,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:11Z
20260730_161223,material_map_m2f,20250906_233209_R,5,40766,windowpane,labeled,painted_metal,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:17Z
20260730_161223,material_map_m2f,20250906_233209_R,6,20822,windowpane,labeled,painted_metal,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:35Z
20260730_161223,material_map_m2f,20250906_233209_R,7,9370,windowpane,labeled,glass,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:41Z
20260730_161223,material_map_m2f,20250906_233209_R,8,8335,door,labeled,painted_metal,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:44Z
20260730_161223,material_map_m2f,20250906_233209_R,9,10770,radiator,labeled,painted_metal,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:46Z
20260730_161223,material_map_m2f,20250906_233209_R,10,12099,radiator,labeled,painted_metal,c5f785461ac18d2dd55b6df118981ec9,2026-08-28T14:54:47Z
20260730_161223,material_map_m2f,20250906_233214_R,0,297374,wall,labeled,paint,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:54:48Z
20260730_161223,material_map_m2f,20250906_233214_R,1,423607,floor,labeled,rubber,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:54:52Z
20260730_161223,material_map_m2f,20250906_233214_R,2,117886,ceiling,labeled,paint,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:54:54Z
20260730_161223,material_map_m2f,20250906_233214_R,3,13606,windowpane,labeled,glass,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:55:00Z
20260730_161223,material_map_m2f,20250906_233214_R,4,35498,windowpane,labeled,glass,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:55:07Z
20260730_161223,material_map_m2f,20250906_233214_R,5,4885,windowpane,labeled,glass,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:55:08Z
20260730_161223,material_map_m2f,20250906_233214_R,6,9758,door,labeled,painted_metal,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:55:11Z
20260730_161223,material_map_m2f,20250906_233214_R,7,12357,radiator,labeled,painted_metal,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:55:12Z
20260730_161223,material_map_m2f,20250906_233214_R,8,14430,radiator,labeled,painted_metal,704b7188cca7c5861498d888516b6cd8,2026-08-28T14:55:13Z
20260730_161223,material_map_m2f,20250906_233219_R,0,238386,wall,labeled,paint,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:14Z
20260730_161223,material_map_m2f,20250906_233219_R,1,55641,wall,labeled,painted_metal,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:15Z
20260730_161223,material_map_m2f,20250906_233219_R,2,432406,floor,labeled,rubber,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:19Z
20260730_161223,material_map_m2f,20250906_233219_R,3,105435,ceiling,labeled,paint,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:22Z
20260730_161223,material_map_m2f,20250906_233219_R,4,30497,windowpane,labeled,glass,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:30Z
20260730_161223,material_map_m2f,20250906_233219_R,5,17872,windowpane,labeled,glass,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:31Z
20260730_161223,material_map_m2f,20250906_233219_R,6,13585,door,labeled,painted_metal,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:36Z
20260730_161223,material_map_m2f,20250906_233219_R,7,21780,railing,labeled,painted_metal,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:38Z
20260730_161223,material_map_m2f,20250906_233219_R,8,12695,railing,labeled,painted_metal,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:39Z
20260730_161223,material_map_m2f,20250906_233219_R,9,1941,railing,labeled,painted_metal,325adcc27af25efa1ea538472390dd4c,2026-08-28T14:55:39Z
20260730_161223,material_map_m2f,20250906_233224_R,0,325389,wall,labeled,paint,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:43Z
20260730_161223,material_map_m2f,20250906_233224_R,1,422653,floor,labeled,rubber,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:45Z
20260730_161223,material_map_m2f,20250906_233224_R,2,106139,ceiling,labeled,paint,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:47Z
20260730_161223,material_map_m2f,20250906_233224_R,3,17575,windowpane,labeled,glass,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:51Z
20260730_161223,material_map_m2f,20250906_233224_R,4,2339,windowpane,labeled,glass,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:52Z
20260730_161223,material_map_m2f,20250906_233224_R,5,18469,door,labeled,painted_metal,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:54Z
20260730_161223,material_map_m2f,20250906_233224_R,6,2926,chair,labeled,painted_metal,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:54Z
20260730_161223,material_map_m2f,20250906_233224_R,7,26174,radiator,labeled,painted_metal,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:55Z
20260730_161223,material_map_m2f,20250906_233224_R,8,7724,radiator,labeled,painted_metal,32bdcf21ce061d0477584560435bb97e,2026-08-28T14:55:56Z
20260730_161223,material_map_m2f,20250906_233229_R,0,149359,wall,labeled,paint,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:55:57Z
20260730_161223,material_map_m2f,20250906_233229_R,1,109855,wall,labeled,paint,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:55:58Z
20260730_161223,material_map_m2f,20250906_233229_R,2,410414,floor,labeled,rubber,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:03Z
20260730_161223,material_map_m2f,20250906_233229_R,3,104441,ceiling,labeled,paint,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:05Z
20260730_161223,material_map_m2f,20250906_233229_R,4,27408,windowpane,labeled,glass,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:07Z
20260730_161223,material_map_m2f,20250906_233229_R,5,18039,windowpane,labeled,glass,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:07Z
20260730_161223,material_map_m2f,20250906_233229_R,6,18103,windowpane,labeled,glass,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:08Z
20260730_161223,material_map_m2f,20250906_233229_R,7,4055,windowpane,labeled,glass,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:08Z
20260730_161223,material_map_m2f,20250906_233229_R,8,29300,door,labeled,painted_metal,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:10Z
20260730_161223,material_map_m2f,20250906_233229_R,9,2458,light,labeled,paint,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:14Z
20260730_161223,material_map_m2f,20250906_233229_R,10,42483,radiator,labeled,painted_metal,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:21Z
20260730_161223,material_map_m2f,20250906_233229_R,11,9980,radiator,labeled,painted_metal,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:21Z
20260730_161223,material_map_m2f,20250906_233229_R,12,1997,radiator,labeled,painted_metal,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:22Z
20260730_161223,material_map_m2f,20250906_233229_R,13,3333,radiator,labeled,painted_metal,0a2253a0529a4a89324b1d895355a925,2026-08-28T14:56:22Z
20260730_161223,material_map_m2f,20250906_233234_R,0,123589,wall,labeled,paint,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:27Z
20260730_161223,material_map_m2f,20250906_233234_R,1,107968,wall,labeled,paint,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:28Z
20260730_161223,material_map_m2f,20250906_233234_R,2,1799,wall,mixed,,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:35Z
20260730_161223,material_map_m2f,20250906_233234_R,3,415917,floor,labeled,rubber,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:44Z
20260730_161223,material_map_m2f,20250906_233234_R,4,88323,ceiling,labeled,paint,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:45Z
20260730_161223,material_map_m2f,20250906_233234_R,5,14091,windowpane,labeled,glass,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:49Z
20260730_161223,material_map_m2f,20250906_233234_R,6,30379,windowpane,labeled,glass,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:51Z
20260730_161223,material_map_m2f,20250906_233234_R,7,17986,windowpane,labeled,glass,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:51Z
20260730_161223,material_map_m2f,20250906_233234_R,8,12502,windowpane,labeled,glass,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:52Z
20260730_161223,material_map_m2f,20250906_233234_R,9,3867,windowpane,labeled,glass,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:53Z
20260730_161223,material_map_m2f,20250906_233234_R,10,49953,door,labeled,painted_metal,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:54Z
20260730_161223,material_map_m2f,20250906_233234_R,11,50334,radiator,labeled,painted_metal,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:55Z
20260730_161223,material_map_m2f,20250906_233234_R,12,10387,radiator,labeled,painted_metal,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:55Z
20260730_161223,material_map_m2f,20250906_233234_R,13,2195,radiator,labeled,painted_metal,761d3450bde4b702be3cc9c02a5b747a,2026-08-28T14:56:55Z
20260730_161223,material_map_m2f,20250906_233239_R,0,91952,wall,labeled,paint,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:56:58Z
20260730_161223,material_map_m2f,20250906_233239_R,1,128696,wall,labeled,paint,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:56:58Z
20260730_161223,material_map_m2f,20250906_233239_R,2,404205,floor,labeled,rubber,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:09Z
20260730_161223,material_map_m2f,20250906_233239_R,3,81289,ceiling,labeled,paint,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:12Z
20260730_161223,material_map_m2f,20250906_233239_R,4,34796,windowpane,labeled,glass,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:26Z
20260730_161223,material_map_m2f,20250906_233239_R,5,34412,windowpane,labeled,glass,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:26Z
20260730_161223,material_map_m2f,20250906_233239_R,6,7668,windowpane,labeled,glass,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:27Z
20260730_161223,material_map_m2f,20250906_233239_R,7,1643,windowpane,labeled,glass,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:27Z
20260730_161223,material_map_m2f,20250906_233239_R,8,68226,door,labeled,painted_metal,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:29Z
20260730_161223,material_map_m2f,20250906_233239_R,9,13186,column,labeled,paint,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:30Z
20260730_161223,material_map_m2f,20250906_233239_R,10,17286,column,labeled,paint,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:32Z
20260730_161223,material_map_m2f,20250906_233239_R,11,21504,radiator,labeled,painted_metal,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:33Z
20260730_161223,material_map_m2f,20250906_233239_R,12,16784,radiator,labeled,painted_metal,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:33Z
20260730_161223,material_map_m2f,20250906_233239_R,13,7813,radiator,labeled,painted_metal,5cd7198268e8955a6486740e0ef8f577,2026-08-28T14:57:34Z
20260730_161223,material_map_m2f,20250906_233244_R,0,100497,wall,labeled,paint,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:35Z
20260730_161223,material_map_m2f,20250906_233244_R,1,136657,wall,labeled,paint,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:36Z
20260730_161223,material_map_m2f,20250906_233244_R,2,415890,floor,labeled,rubber,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:39Z
20260730_161223,material_map_m2f,20250906_233244_R,3,79924,ceiling,labeled,paint,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:40Z
20260730_161223,material_map_m2f,20250906_233244_R,4,38021,windowpane,labeled,glass,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:42Z
20260730_161223,material_map_m2f,20250906_233244_R,5,29422,windowpane,labeled,glass,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:43Z
20260730_161223,material_map_m2f,20250906_233244_R,6,17491,windowpane,labeled,glass,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:43Z
20260730_161223,material_map_m2f,20250906_233244_R,7,7317,windowpane,labeled,glass,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:44Z
20260730_161223,material_map_m2f,20250906_233244_R,8,2899,windowpane,labeled,glass,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:44Z
20260730_161223,material_map_m2f,20250906_233244_R,9,58998,door,labeled,painted_metal,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:46Z
20260730_161223,material_map_m2f,20250906_233244_R,10,17790,radiator,labeled,painted_metal,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:46Z
20260730_161223,material_map_m2f,20250906_233244_R,11,7200,radiator,labeled,painted_metal,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:47Z
20260730_161223,material_map_m2f,20250906_233244_R,12,15044,radiator,labeled,painted_metal,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:47Z
20260730_161223,material_map_m2f,20250906_233244_R,13,4694,radiator,labeled,painted_metal,f369b2dd0f0ea824aad1afc53b6f036f,2026-08-28T14:57:47Z
20260730_161223,material_map_m2f,20250906_233249_R,0,111753,wall,labeled,paint,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:48Z
20260730_161223,material_map_m2f,20250906_233249_R,1,166607,wall,labeled,paint,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:49Z
20260730_161223,material_map_m2f,20250906_233249_R,2,385917,floor,labeled,rubber,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:51Z
20260730_161223,material_map_m2f,20250906_233249_R,3,113580,ceiling,labeled,paint,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:52Z
20260730_161223,material_map_m2f,20250906_233249_R,4,43012,windowpane,labeled,glass,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:55Z
20260730_161223,material_map_m2f,20250906_233249_R,5,37249,windowpane,labeled,glass,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:56Z
20260730_161223,material_map_m2f,20250906_233249_R,6,5948,windowpane,labeled,glass,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:57Z
20260730_161223,material_map_m2f,20250906_233249_R,7,4371,windowpane,labeled,glass,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:57:57Z
20260730_161223,material_map_m2f,20250906_233249_R,8,35601,door,labeled,painted_metal,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:58:04Z
20260730_161223,material_map_m2f,20250906_233249_R,9,1751,signboard,unclear,,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:58:09Z
20260730_161223,material_map_m2f,20250906_233249_R,10,16499,radiator,labeled,painted_metal,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:58:12Z
20260730_161223,material_map_m2f,20250906_233249_R,11,7068,radiator,labeled,painted_metal,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:58:13Z
20260730_161223,material_map_m2f,20250906_233249_R,12,2619,radiator,labeled,painted_metal,c02ae5d286b8bd9f56d0d12c8ad9d920,2026-08-28T14:58:13Z
20260730_161223,material_map_m2f,20250906_233254_R,0,235117,wall,labeled,paint,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:14Z
20260730_161223,material_map_m2f,20250906_233254_R,1,93858,wall,labeled,paint,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:16Z
20260730_161223,material_map_m2f,20250906_233254_R,2,414163,floor,labeled,rubber,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:18Z
20260730_161223,material_map_m2f,20250906_233254_R,3,106617,ceiling,labeled,paint,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:19Z
20260730_161223,material_map_m2f,20250906_233254_R,4,36088,windowpane,labeled,glass,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:21Z
20260730_161223,material_map_m2f,20250906_233254_R,5,5484,windowpane,labeled,glass,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:21Z
20260730_161223,material_map_m2f,20250906_233254_R,6,4785,windowpane,labeled,glass,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:21Z
20260730_161223,material_map_m2f,20250906_233254_R,7,21498,door,labeled,painted_metal,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:23Z
20260730_161223,material_map_m2f,20250906_233254_R,8,11622,railing,labeled,painted_metal,01a9dc31bf4d1b9d18bbe9a4d9643a44,2026-08-28T14:58:23Z
