session,run_used,frame,region_id,area_px,ade,status,ground_truth,labels_md5,annotated_utc
20260730_161223,material_map_sam_v2,20250906_233149_R,24,5120,,labeled,painted_metal,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:10Z
20260730_161223,material_map_sam_v2,20250906_233149_R,25,4755,,labeled,glass,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:11Z
20260730_161223,material_map_sam_v2,20250906_233149_R,26,4695,,labeled,painted_metal,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:12Z
20260730_161223,material_map_sam_v2,20250906_233149_R,27,3883,,labeled,glass,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:13Z
20260730_161223,material_map_sam_v2,20250906_233149_R,28,3744,,labeled,glass,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:17Z
20260730_161223,material_map_sam_v2,20250906_233149_R,29,4082,,labeled,painted_metal,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:18Z
20260730_161223,material_map_sam_v2,20250906_233149_R,30,2604,,labeled,painted_metal,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:19Z
20260730_161223,material_map_sam_v2,20250906_233149_R,31,2635,,labeled,paint,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:20Z
20260730_161223,material_map_sam_v2,20250906_233149_R,32,2414,,labeled,painted_metal,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:21Z
20260730_161223,material_map_sam_v2,20250906_233149_R,33,2275,,labeled,paint,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:22Z
20260730_161223,material_map_sam_v2,20250906_233149_R,34,2220,,labeled,painted_metal,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:22Z
20260730_161223,material_map_sam_v2,20250906_233149_R,35,1687,,mixed,,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:26Z
20260730_161223,material_map_sam_v2,20250906_233149_R,36,3655,,mixed,,878f445f18b6cf8c63e3c31c0626cd34,2026-08-28T16:56:28Z
20260730_161223,material_map_sam_v2,20250906_233154_R,0,9839,,mixed,,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:30Z
20260730_161223,material_map_sam_v2,20250906_233154_R,1,213031,,labeled,paint,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:31Z
20260730_161223,material_map_sam_v2,20250906_233154_R,2,324596,,labeled,rubber,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:33Z
20260730_161223,material_map_sam_v2,20250906_233154_R,3,96577,,labeled,rubber,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:36Z
20260730_161223,material_map_sam_v2,20250906_233154_R,4,36813,,labeled,paint,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:39Z
20260730_161223,material_map_sam_v2,20250906_233154_R,5,36374,,labeled,paint,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:40Z
20260730_161223,material_map_sam_v2,20250906_233154_R,6,19956,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:44Z
20260730_161223,material_map_sam_v2,20250906_233154_R,7,19887,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:45Z
20260730_161223,material_map_sam_v2,20250906_233154_R,8,24655,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:46Z
20260730_161223,material_map_sam_v2,20250906_233154_R,9,22934,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:47Z
20260730_161223,material_map_sam_v2,20250906_233154_R,10,14562,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:48Z
20260730_161223,material_map_sam_v2,20250906_233154_R,11,11293,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:49Z
20260730_161223,material_map_sam_v2,20250906_233154_R,12,10434,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:50Z
20260730_161223,material_map_sam_v2,20250906_233154_R,13,138,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:51Z
20260730_161223,material_map_sam_v2,20250906_233154_R,14,8839,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:54Z
20260730_161223,material_map_sam_v2,20250906_233154_R,15,4675,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:56:55Z
20260730_161223,material_map_sam_v2,20250906_233154_R,16,7066,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:02Z
20260730_161223,material_map_sam_v2,20250906_233154_R,17,6913,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:07Z
20260730_161223,material_map_sam_v2,20250906_233154_R,18,6330,,labeled,paint,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:08Z
20260730_161223,material_map_sam_v2,20250906_233154_R,19,6130,,labeled,paint,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:17Z
20260730_161223,material_map_sam_v2,20250906_233154_R,20,5930,,labeled,paint,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:18Z
20260730_161223,material_map_sam_v2,20250906_233154_R,21,5586,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:19Z
20260730_161223,material_map_sam_v2,20250906_233154_R,22,5402,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:21Z
20260730_161223,material_map_sam_v2,20250906_233154_R,23,5079,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:28Z
20260730_161223,material_map_sam_v2,20250906_233154_R,24,4798,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:30Z
20260730_161223,material_map_sam_v2,20250906_233154_R,25,4685,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:30Z
20260730_161223,material_map_sam_v2,20250906_233154_R,26,4513,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:31Z
20260730_161223,material_map_sam_v2,20250906_233154_R,27,4177,,labeled,glass,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:33Z
20260730_161223,material_map_sam_v2,20250906_233154_R,28,3052,,labeled,rubber,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:36Z
20260730_161223,material_map_sam_v2,20250906_233154_R,29,2923,,labeled,paint,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:37Z
20260730_161223,material_map_sam_v2,20250906_233154_R,30,2751,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:38Z
20260730_161223,material_map_sam_v2,20250906_233154_R,31,2070,,labeled,painted_metal,23053555deca5feafe8fb3b89c75c50a,2026-08-28T16:57:40Z
20260730_161223,material_map_sam_v2,20250906_233159_R,0,11152,,mixed,,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:43Z
20260730_161223,material_map_sam_v2,20250906_233159_R,1,50519,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:45Z
20260730_161223,material_map_sam_v2,20250906_233159_R,2,413462,,labeled,rubber,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:47Z
20260730_161223,material_map_sam_v2,20250906_233159_R,3,82464,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:49Z
20260730_161223,material_map_sam_v2,20250906_233159_R,4,1805,,mixed,,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:51Z
20260730_161223,material_map_sam_v2,20250906_233159_R,5,26263,,mixed,,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:52Z
20260730_161223,material_map_sam_v2,20250906_233159_R,6,33144,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:53Z
20260730_161223,material_map_sam_v2,20250906_233159_R,7,15223,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:57:55Z
20260730_161223,material_map_sam_v2,20250906_233159_R,8,44228,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:02Z
20260730_161223,material_map_sam_v2,20250906_233159_R,9,32918,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:03Z
20260730_161223,material_map_sam_v2,20250906_233159_R,10,29622,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:04Z
20260730_161223,material_map_sam_v2,20250906_233159_R,11,8020,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:08Z
20260730_161223,material_map_sam_v2,20250906_233159_R,12,12023,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:08Z
20260730_161223,material_map_sam_v2,20250906_233159_R,13,10176,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:09Z
20260730_161223,material_map_sam_v2,20250906_233159_R,14,7797,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:11Z
20260730_161223,material_map_sam_v2,20250906_233159_R,15,11079,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:13Z
20260730_161223,material_map_sam_v2,20250906_233159_R,16,8178,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:15Z
20260730_161223,material_map_sam_v2,20250906_233159_R,17,9971,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:16Z
20260730_161223,material_map_sam_v2,20250906_233159_R,18,9501,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:17Z
20260730_161223,material_map_sam_v2,20250906_233159_R,19,9354,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:17Z
20260730_161223,material_map_sam_v2,20250906_233159_R,20,8810,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:20Z
20260730_161223,material_map_sam_v2,20250906_233159_R,21,8272,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:23Z
20260730_161223,material_map_sam_v2,20250906_233159_R,22,7867,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:31Z
20260730_161223,material_map_sam_v2,20250906_233159_R,23,7631,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:33Z
20260730_161223,material_map_sam_v2,20250906_233159_R,24,7383,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:34Z
20260730_161223,material_map_sam_v2,20250906_233159_R,25,7408,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:35Z
20260730_161223,material_map_sam_v2,20250906_233159_R,26,1852,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:36Z
20260730_161223,material_map_sam_v2,20250906_233159_R,27,6182,,mixed,,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:40Z
20260730_161223,material_map_sam_v2,20250906_233159_R,28,6049,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:41Z
20260730_161223,material_map_sam_v2,20250906_233159_R,29,5999,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:42Z
20260730_161223,material_map_sam_v2,20250906_233159_R,30,5707,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:44Z
20260730_161223,material_map_sam_v2,20250906_233159_R,31,4708,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:45Z
20260730_161223,material_map_sam_v2,20250906_233159_R,32,4871,,labeled,rubber,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:49Z
20260730_161223,material_map_sam_v2,20250906_233159_R,33,3635,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:57Z
20260730_161223,material_map_sam_v2,20250906_233159_R,34,3475,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:58Z
20260730_161223,material_map_sam_v2,20250906_233159_R,35,3013,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:58:59Z
20260730_161223,material_map_sam_v2,20250906_233159_R,36,2785,,labeled,glass,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:59:00Z
20260730_161223,material_map_sam_v2,20250906_233159_R,37,2660,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:59:02Z
20260730_161223,material_map_sam_v2,20250906_233159_R,38,2698,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:59:05Z
20260730_161223,material_map_sam_v2,20250906_233159_R,39,2074,,labeled,paint,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:59:05Z
20260730_161223,material_map_sam_v2,20250906_233159_R,40,2030,,labeled,painted_metal,72c20bdcebe7e053e0548ef9021c2148,2026-08-28T16:59:08Z
20260730_161223,material_map_sam_v2,20250906_233204_R,0,9250,,mixed,,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:10Z
20260730_161223,material_map_sam_v2,20250906_233204_R,1,48859,,mixed,,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:11Z
20260730_161223,material_map_sam_v2,20250906_233204_R,2,427197,,labeled,rubber,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:13Z
20260730_161223,material_map_sam_v2,20250906_233204_R,3,155564,,labeled,paint,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:15Z
20260730_161223,material_map_sam_v2,20250906_233204_R,4,28028,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:18Z
20260730_161223,material_map_sam_v2,20250906_233204_R,5,58303,,labeled,paint,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:19Z
20260730_161223,material_map_sam_v2,20250906_233204_R,6,23879,,labeled,paint,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:20Z
20260730_161223,material_map_sam_v2,20250906_233204_R,7,19408,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:22Z
20260730_161223,material_map_sam_v2,20250906_233204_R,8,1226,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:22Z
20260730_161223,material_map_sam_v2,20250906_233204_R,9,16930,,labeled,paint,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:23Z
20260730_161223,material_map_sam_v2,20250906_233204_R,10,13937,,mixed,,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:25Z
20260730_161223,material_map_sam_v2,20250906_233204_R,11,10777,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:28Z
20260730_161223,material_map_sam_v2,20250906_233204_R,12,10386,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:31Z
20260730_161223,material_map_sam_v2,20250906_233204_R,13,8397,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:42Z
20260730_161223,material_map_sam_v2,20250906_233204_R,14,9842,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:44Z
20260730_161223,material_map_sam_v2,20250906_233204_R,15,9736,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:45Z
20260730_161223,material_map_sam_v2,20250906_233204_R,16,9497,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:46Z
20260730_161223,material_map_sam_v2,20250906_233204_R,17,8777,,labeled,paint,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:47Z
20260730_161223,material_map_sam_v2,20250906_233204_R,18,8468,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:48Z
20260730_161223,material_map_sam_v2,20250906_233204_R,19,8424,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:48Z
20260730_161223,material_map_sam_v2,20250906_233204_R,20,7133,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:49Z
20260730_161223,material_map_sam_v2,20250906_233204_R,21,6915,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:51Z
20260730_161223,material_map_sam_v2,20250906_233204_R,22,6712,,labeled,paint,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:52Z
20260730_161223,material_map_sam_v2,20250906_233204_R,23,5543,,labeled,rubber,65bc2940961fe127aaa22efcc65806f1,2026-08-28T16:59:54Z
20260730_161223,material_map_sam_v2,20250906_233204_R,24,5495,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T17:00:09Z
20260730_161223,material_map_sam_v2,20250906_233204_R,25,3099,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T17:00:10Z
20260730_161223,material_map_sam_v2,20250906_233204_R,26,3202,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T17:00:11Z
20260730_161223,material_map_sam_v2,20250906_233204_R,27,2563,,labeled,glass,65bc2940961fe127aaa22efcc65806f1,2026-08-28T17:00:17Z
20260730_161223,material_map_sam_v2,20250906_233204_R,28,2476,,labeled,paint,65bc2940961fe127aaa22efcc65806f1,2026-08-28T17:00:18Z
20260730_161223,material_map_sam_v2,20250906_233204_R,29,1985,,labeled,painted_metal,65bc2940961fe127aaa22efcc65806f1,2026-08-28T17:00:19Z
20260730_161223,material_map_sam_v2,20250906_233209_R,0,7327,,mixed,,c92875466095fa299060c6d8de66c3c6,2026-08-28T17:00:22Z
20260730_161223,material_map_sam_v2,20250906_233209_R,1,419917,,labeled,rubber,c92875466095fa299060c6d8de66c3c6,2026-08-28T17:00:23Z
20260730_161223,material_map_sam_v2,20250906_233209_R,2,209374,,labeled,paint,c92875466095fa299060c6d8de66c3c6,2026-08-28T17:00:25Z
20260730_161223,material_map_sam_v2,20250906_233209_R,3,27197,,labeled,paint,c92875466095fa299060c6d8de66c3c6,2026-08-28T17:00:26Z
20260730_161223,material_map_sam_v2,20250906_233209_R,4,45112,,labeled,paint,c92875466095fa299060c6d8de66c3c6,2026-08-28T17:00:27Z
20260730_161223,material_map_sam_v2,20250906_233209_R,5,41311,,labeled,paint,c92875466095fa299060c6d8de66c3c6,2026-08-28T17:00:27Z
